seqName,clade,pango_growth,clade_growth,pango_lif,clade_lif,pango_time,clade_time
BQ.1.1.17,22E,0.651856157902214,0.49622051231334174,-388.2126089480894,-348.01214920833087,1052.8365384615386,1050.9645053894194
BQ.1.1.20,22E,0.6626525524238633,0.49622051231334174,-400.93863198617447,-348.01214920833087,1081.5,1050.9645053894194
BQ.1.1.23,22E,0.6563131989971147,0.49622051231334174,-391.5109527798228,-348.01214920833087,1062.8481308411215,1050.9645053894194
BQ.1.1.25,22E,0.6463558682250641,0.49622051231334174,-381.96869291891124,-348.01214920833087,1049.6428571428569,1050.9645053894194
BQ.1.1.24,22E,0.6562842940841854,0.49622051231334174,-392.67954357804035,-348.01214920833087,1062.7364341085272,1050.9645053894194
BQ.1.1.13,22E,0.6599055758652889,0.49622051231334174,-395.3365999100137,-348.01214920833087,1070.5152224824355,1050.9645053894194
BQ.1.1.31,22E,0.656650257055088,0.49622051231334174,-393.19211100451525,-348.01214920833087,1063.9561403508771,1050.9645053894194
BQ.1.1.30,22E,0.6610682349579801,0.49622051231334174,-399.1444978725976,-348.01214920833087,1076.3636363636363,1050.9645053894194
BQ.1.1.28,22E,0.6532483973540525,0.49622051231334174,-387.5970981329646,-348.01214920833087,1055.65748502994,1050.9645053894194
BQ.1.1.29,22E,0.6598351422575561,0.49622051231334174,-396.7962071585833,-348.01214920833087,1070.1739130434783,1050.9645053894194
