count,date,nextcladePangoLineage,nextstrainClade
1,2024-07-01,JN.1.65.1,24A
1,2024-07-11,MM.1,24C
1,2024-06-04,JN.1.7.1,24A
2,2024-07-10,LE.1.2,24A
2,2024-12-30,KP.3.1.9,24C
3,2024-12-25,KP.3.1,24C
17,2024-08-19,MC.24,24E
1,2024-11-28,MC.24.2,24E
1,2024-07-17,JN.1.18.2,24A
1,2024-08-25,KP.2.3.8,24G
2,2024-01-02,JN.1.5,24A
1,2025-01-15,PA.1,24E
1,2024-07-15,JN.1.7.9,24A
14,2024-02-26,JN.1.18,24A
3,2024-12-25,MC.28,24E
1,2024-07-13,LB.1.7.1,24A
1,2024-07-09,KP.2.25.2,24B
1,2024-07-09,KP.2.14,24B
1,2024-07-05,KP.4.2,24B
1,2024-03-01,JE.1,23E
9,2024-06-12,KP.3.2.3,24C
1,2024-09-16,KP.2.3.14,24G
1,2025-01-14,MC.13.2.1,24E
106,2024-08-01,KP.3.1.1,24E
2,2024-05-30,JN.1.7.8,24A
2,2024-07-07,MC.13,24E
6,2024-11-12,MC.24,24E
1,2024-09-04,KP.2.27,24B
4,2025-01-04,LF.7.2.1,24H
5,2024-09-13,LB.1.4,24A
1,2025-01-13,LP.8.1.2,25A
1,2024-06-30,KP.2.15,24B
2,2024-09-30,KP.2.19,24B
2,2024-01-02,KC.1,23D
1,2024-06-30,KP.2.27,24B
1,2024-10-23,KP.2.14,24B
1,2025-01-03,LP.8.1.8,25A
1,2024-06-30,MG.4,24B
2,2024-07-10,MC.28,24E
1,2024-06-20,LB.1.7.2,24A
7,2024-08-17,LB.1.3.5,24A
1,2024-06-11,KP.4.2.5,24B
1,2024-06-16,KP.2.1,24B
1,2024-09-23,MT.1,24A
2,2024-02-20,JN.1.4.9,24A
2,2024-02-23,JN.1.38.1,24A
12,2024-03-27,JN.1.4.2,24A
1,2024-02-21,JG.3,23F
1,2024-02-06,JN.1.18.1,24A
1,2024-06-13,KS.1.1.2,24A
1,2024-12-05,LF.7.3.1,24H
1,2024-06-05,KP.2.9,24B
5,2024-10-01,MC.10,24E
3,2024-09-06,LB.1.4,24A
1,2024-05-31,JN.1.18.8,24A
2,2024-08-09,LP.1.2,24B
1,2024-07-27,KQ.1,24A
2,2024-01-30,JN.4,23I
1,2024-08-28,KP.3.3.4,24C
4,2024-06-08,KP.3.2,24C
1,2024-06-04,LF.9,24A
9,2024-08-12,LB.1.3.5,24A
1,2024-05-30,JN.1.25.1,24A
1,2024-05-24,LF.1,24A
2,2024-01-14,XEB,recombinant
1,2024-09-26,MC.29,24E
1,2024-01-03,JN.1.8.2,24A
6,2024-08-29,KP.2.19,24B
1,2024-05-20,KP.2.16,24B
1,2024-05-16,LF.9,24A
2,2024-06-24,KP.3.2.4,24C
1,2024-09-26,NA.1,24A
1,2024-10-02,MC.20,24E
1,2024-01-27,LZ.5,24A
1,2024-05-10,KU.2.1,24A
1,2024-05-02,LF.9,24A
1,2024-01-12,JN.13.1,23I
1,2024-08-12,NL.2,24A
1,2024-04-18,KP.4.2.1,24B
2,2024-12-13,LP.8.1.2,25A
3,2024-07-13,LB.1.8,24A
4,2024-05-19,KP.3.1.4,24C
1,2024-04-11,KU.2,24A
1,2024-08-19,KP.2.3.7,24G
1,2024-02-24,JN.1.8.3,24A
2,2024-08-19,JN.1.4,24A
2,2024-06-14,XDK,recombinant
1,2024-12-12,MC.13.3.1,24E
5,2024-08-19,KP.3.2,24C
1,2024-08-19,MC.15,24E
2,2024-08-20,NL.4,24A
2,2024-07-18,LB.1.4,24A
1,2024-06-23,JN.1.59.1,24A
1,2024-05-22,LT.1,24A
1,2024-08-21,LB.1.7.1,24A
6,2024-01-04,FL.1.5.1,23D
6,2024-11-01,MC.16,24E
1,2024-08-22,XEF,recombinant
1,2024-08-21,KP.1.1.5,24B
4,2024-12-01,XEC.2,24F
1,2024-08-21,JN.1.16.5,24A
1,2024-08-21,KP.2.28,24B
3,2024-12-22,MC.10.1.1,24E
1,2024-11-26,MC.35,24E
2,2024-08-22,KP.1.1.1,24B
1,2024-07-10,LP.3,24B
3,2024-09-18,LF.7.4,24H
1,2024-01-13,BA.2.86.3,23I
4,2024-07-03,LB.1.8,24A
3,2024-07-01,LF.3.1.1,24A
3,2024-08-22,KP.2.28,24B
10,2024-08-05,KP.3.2,24C
1,2024-07-18,JN.1.39,24A
1,2024-08-22,LU.1,24A
1,2025-01-03,KP.3.2.8,24C
1,2024-08-22,KP.3.1.8,24C
1,2024-10-02,NM.2,24G
3,2024-02-13,JN.1.28,24A
1,2024-02-13,HV.1.1,23F
5,2024-09-15,MC.13.1,24E
6,2024-08-23,KP.2.15,24B
1,2024-08-23,LB.1.8,24A
2,2024-08-23,MU.2,24B
1,2024-12-19,LP.8.1.4,25A
1,2024-02-16,JN.1.17,24A
1,2024-08-19,KP.2.14.2,24B
3,2024-08-23,KP.3.2.1,24C
1,2024-08-23,KP.4.1,24B
13,2024-08-25,KP.3.3,24C
6,2024-12-30,LB.1.3.1,24A
1,2024-02-27,JN.1.6.1,24A
3,2024-08-25,LB.1.3.2,24A
1,2024-09-05,KP.2.15,24B
1,2024-02-09,JN.1.9.1,24A
3,2024-02-15,JN.1.41,24A
1,2024-09-30,LP.11,24B
4,2024-08-26,JN.1.16.1,24A
1,2024-08-20,MB.1.1.1,24A
1,2024-08-26,JN.1.59.1,24A
1,2024-05-26,LB.1.7.2,24A
1,2024-08-26,KR.1,24A
1,2024-07-08,JN.1.48.1,24A
1,2024-08-26,LD.2,24A
22,2024-07-08,KP.3.2.3,24C
1,2025-01-31,XEC.18,24F
4,2024-01-12,JN.1.38,24A
1,2024-08-26,KP.2.6.3,24B
1,2024-10-26,KP.2.3.3,24G
1,2025-02-28,NP.1,24C
2,2024-12-05,PC.1,24H
27,2024-07-15,LB.1.3,24A
2,2024-08-27,MG.1,24B
1,2024-08-27,MK.2,24C
1,2024-10-03,KS.1.1.2,24A
1,2024-08-27,LK.2.1,24A
3,2024-08-27,LB.1.5,24A
1,2024-08-27,MK.3,24C
3,2024-08-27,JN.1.16.1,24A
1,2024-06-17,MG.4,24B
1,2024-04-21,KP.2.1,24B
1,2024-08-27,KQ.1,24A
2,2024-02-22,GE.1.2.2,23E
2,2024-08-28,KP.3.1.12,24C
1,2024-06-20,KV.2,24A
1,2024-08-28,KP.3.1.4,24C
1,2024-06-27,LE.1.1,24A
1,2024-06-21,MU.2,24B
33,2024-01-29,JN.1.8.1,24A
1,2024-08-28,KP.3.2.1,24C
1,2024-03-18,JN.1.57.1,24A
2,2024-09-27,MW.1,24G
1,2024-06-18,LP.1.2,24B
3,2024-08-28,LB.1.3.1,24A
1,2024-06-02,LB.1.7.2,24A
3,2024-02-04,JN.1.27,24A
2,2024-08-28,LP.7,24B
1,2025-02-17,MC.8.1,24E
1,2024-07-25,JN.1.16.3,24A
1,2024-03-11,JN.1.4.3,24A
7,2024-08-29,KP.1.1.1,24B
1,2024-05-31,KP.2.3.11,24G
19,2024-08-29,LB.1,24A
3,2024-08-29,MC.1,24E
9,2024-08-29,LY.1,24A
5,2024-08-08,KP.2.15,24B
1,2024-12-25,XEC.1,24F
4,2024-06-19,LA.1,24A
1,2024-12-11,KP.1.1.3,24B
14,2024-04-15,JN.1.4,24A
23,2024-08-30,LB.1,24A
1,2025-01-02,NH.4,24B
3,2024-10-29,KP.2.3,24G
1,2024-08-30,KP.3.2.4,24C
1,2024-08-30,LF.9.1,24A
1,2024-05-15,KP.3.1.6,24C
1,2024-01-20,JN.1.2.1,24A
17,2024-09-02,LB.1.7,24A
2,2024-11-19,LB.1.3.1,24A
2,2024-06-16,JN.1.39.1,24A
1,2024-07-25,LE.1.3.1,24A
2,2024-07-28,KR.1.4,24A
2,2024-05-30,KQ.1,24A
5,2024-02-28,JN.1.7.2,24A
4,2024-08-30,LB.1.2,24A
4,2024-04-15,KQ.1,24A
3,2024-08-30,XEF,recombinant
9,2024-02-26,XDP,recombinant
1,2024-09-04,KP.2.3.7,24G
2,2024-08-30,KP.1,24B
2,2024-08-29,MR.1,24C
1,2024-09-01,MF.2,24A
3,2024-08-30,LB.1.4,24A
1,2024-07-16,LF.4.1,24A
2,2024-07-26,ML.2,24C
1,2024-07-11,KP.3.2.5,24C
2,2024-07-17,KP.4.1.3,24B
1,2024-05-22,LB.1.7.2,24A
1,2024-07-25,NS.1.1,24A
1,2024-10-07,XEC.2.2,24F
1,2024-07-24,LQ.1.1,24A
3,2024-07-28,KP.3.5,24C
7,2025-01-08,XEC.9,24F
10,2024-08-14,LB.1.5,24A
1,2024-10-19,LP.8.1.3,25A
1,2024-07-30,MU.2.1,24B
1,2024-08-03,LD.1,24A
4,2024-04-22,KP.2.2,24B
1,2024-06-16,KP.4.1.3,24B
1,2024-10-21,KP.2.2,24B
1,2024-07-26,KR.1.4,24A
2,2024-06-03,JN.1.46,24A
1,2024-08-20,KR.1.4,24A
1,2024-08-22,KP.2.3.4,24G
1,2024-08-15,XEF,recombinant
1,2024-08-16,MM.1,24C
1,2025-01-07,MC.1.1,24E
2,2024-01-18,JN.1.27,24A
1,2024-10-22,KP.2.3.3,24G
1,2025-03-21,XEC.11.1,24F
1,2024-08-16,KP.2.16,24B
7,2024-01-11,HK.3,23H
2,2024-08-18,LF.1.1.1,24A
1,2024-08-02,JN.1.4.6,24A
3,2024-03-07,JN.1.16,24A
5,2024-03-18,JN.1.42,24A
1,2024-08-17,KP.2.3.4,24G
1,2024-03-23,XEB,recombinant
2,2024-07-22,KP.2.3.2,24G
8,2024-12-10,XEC.2,24F
4,2024-11-11,MC.9,24E
5,2025-02-09,LF.7.1,24H
1,2024-07-31,MF.2,24A
2,2024-07-21,KR.1,24A
1,2024-07-02,MH.1,24A
3,2024-01-25,KT.1.1,23E
1,2024-07-25,KP.2.3.5,24G
2,2024-10-04,LB.1.3,24A
1,2024-07-22,MG.2,24B
1,2024-07-24,MC.23,24E
1,2024-07-23,LP.6,24B
2,2024-07-12,MU.2.1,24B
1,2024-07-20,KP.2.3.13,24G
1,2024-07-19,MS.1,24A
1,2024-06-06,JN.1.1.3,24A
1,2025-01-17,MC.21.1,24E
1,2024-01-04,JN.1.34,24A
1,2024-07-15,LF.1.1,24A
12,2024-02-01,JN.1.7.5,24A
14,2024-06-11,KP.3.2.3,24C
1,2024-03-12,JN.1.30,24A
3,2024-06-11,LB.1.3.2,24A
1,2024-07-20,MD.3.1.3,24A
1,2024-09-03,MC.10.1.1,24E
9,2024-01-17,JN.1.6,24A
1,2024-07-31,LF.1.1,24A
1,2024-10-01,MC.10.1.1,24E
5,2024-06-24,JN.1.7,24A
1,2025-02-18,MC.2,24E
1,2024-07-27,KS.1.1,24A
1,2024-09-20,MU.2.1,24B
1,2024-08-02,KP.3.1.4,24C
1,2024-07-29,LB.1.3.3,24A
1,2025-01-28,LP.4,24B
1,2024-03-08,JN.1.64,24A
2,2024-09-18,MC.9.1,24E
11,2024-08-16,KP.2,24B
1,2024-05-16,LF.1.1,24A
6,2024-08-17,MC.9,24E
2,2024-08-26,LF.3.1,24A
17,2024-08-10,KP.3.1,24C
1,2024-03-14,JN.1.5,24A
1,2024-11-26,XEK.4,recombinant
1,2024-08-12,KP.3.1.2,24C
5,2025-02-09,XEQ,recombinant
3,2024-08-29,LF.3.1.1,24A
1,2024-03-12,JN.1.32.1,24A
1,2024-04-02,XBB.1.5.49,23A
1,2025-03-11,NY.6,25A
1,2024-05-28,LL.1,24A
1,2024-04-07,JN.1.16.1,24A
1,2024-02-22,JN.1.56,24A
1,2025-02-19,MC.30.1.1,24E
1,2024-11-21,KP.3.6,24C
8,2024-07-21,KP.3.3.3,24C
1,2024-04-17,KP.2.1,24B
2,2024-04-20,KS.1,24A
1,2024-01-22,JN.1.12,24A
1,2024-07-14,NR.1,24C
3,2024-09-22,MC.2,24E
1,2024-06-07,LQ.1.1,24A
10,2024-08-29,LP.1,24B
4,2024-09-24,MK.1,24C
1,2024-05-31,MQ.2,24A
1,2024-06-28,KZ.1,24A
10,2025-02-12,XEQ,recombinant
1,2024-08-27,XEC.12,24F
1,2025-01-19,XEC.3,24F
1,2024-11-01,NL.4,24A
1,2024-06-29,LB.1.5,24A
4,2024-05-11,KW.1.1,24A
1,2024-07-02,KP.2.15.1,24B
1,2024-07-04,KP.2.3.2,24G
1,2024-07-05,JN.1.8.1,24A
3,2024-11-14,MC.30,24E
1,2024-07-17,KW.1.1,24A
3,2024-09-11,MB.1.1.1,24A
4,2024-05-10,KP.2.15,24B
1,2024-07-16,JN.1.23,24A
1,2025-01-08,MC.38,24E
1,2024-07-18,JN.1.23,24A
2,2024-07-22,KP.3.2.1,24C
2,2024-08-14,NL.4,24A
2,2024-08-17,LB.1.5,24A
1,2024-08-02,JN.1.48,24A
3,2024-08-23,KP.3.2.3,24C
14,2024-01-08,JN.1.31,24A
1,2024-08-22,KP.2.16,24B
4,2024-07-01,LB.1.3.5,24A
4,2024-02-17,JN.1.38.1,24A
4,2024-08-31,MC.11,24E
1,2025-01-08,NL.4.1,24A
5,2025-01-28,LF.7.7.1,24H
1,2024-09-26,MB.1.1.3,24A
7,2024-09-05,KP.2,24B
3,2024-09-11,MC.10,24E
1,2024-08-31,KP.3.2.5,24C
1,2024-08-26,MC.36.2,24E
2,2024-01-25,JN.1.6.1,24A
2,2024-02-23,JN.1.4.6,24A
3,2024-08-03,LB.1.4,24A
30,2024-09-03,LB.1.7,24A
2,2024-11-19,NV.1,24C
3,2024-02-19,JN.1.16,24A
2,2024-05-14,LB.1.3,24A
2,2024-07-01,LB.1.7.3,24A
2,2024-07-07,LW.1,24C
2,2024-07-18,LB.1.2,24A
2,2024-07-30,ML.2,24C
2,2024-07-30,LU.2.1.1,24A
1,2024-08-28,KP.4.1.2,24B
25,2024-04-12,JN.1.4,24A
6,2024-08-28,LF.1.1.1,24A
1,2025-01-06,MC.13.4,24E
1,2024-09-01,MV.1,24I
7,2024-08-28,KP.1.1.1,24B
1,2024-07-19,KP.2.5,24B
2,2024-08-28,XEL,recombinant
1,2025-01-21,MC.1.3,24E
2,2024-08-26,MU.2.1,24B
2,2024-12-12,XEC.11.1,24F
1,2024-08-03,MC.27,24E
10,2024-09-03,MC.9,24E
1,2024-04-28,LB.1.5,24A
3,2024-08-25,MC.14,24E
1,2024-08-29,XEH,recombinant
2,2024-08-24,KP.3.2.5,24C
3,2024-01-30,JN.1.69,24A
1,2024-12-08,XEV,recombinant
3,2025-01-02,LF.7.3,24H
12,2024-09-05,MC.34,24E
1,2024-09-18,KP.2.3.4,24G
3,2024-07-03,MC.34,24E
2,2024-09-04,MC.13.1,24E
1,2024-11-15,LF.7.7,24H
1,2024-04-24,LJ.1,24A
1,2024-05-27,KW.1.1,24A
3,2024-08-01,LB.1.3.5,24A
7,2024-09-06,MC.11,24E
1,2024-07-16,JN.1.15.1,24A
2,2024-08-25,MK.3,24C
1,2024-01-03,JN.1.6.1,24A
1,2024-01-24,XEB,recombinant
1,2024-08-29,LD.2,24A
1,2025-01-08,NY.6,25A
1,2025-03-13,MC.10.1.5,24E
2,2024-09-03,LP.5,24B
15,2024-08-29,MC.34,24E
1,2024-06-07,JN.1.7.1,24A
6,2024-02-04,XDP,recombinant
1,2024-08-24,MK.3,24C
1,2024-07-17,KQ.1,24A
1,2024-01-31,KZ.1,24A
1,2024-07-21,KP.4.2,24B
9,2024-07-05,LP.1,24B
11,2025-01-24,MC.10.1,24E
1,2024-08-03,LB.1.8,24A
1,2024-10-25,KP.2.3.8,24G
1,2024-08-02,JN.1.48.3,24A
5,2024-08-19,LF.3.1.1,24A
2,2024-08-22,KP.4.2.5,24B
1,2024-05-07,XDK.1.2,recombinant
2,2024-08-19,MC.30.1,24E
14,2024-06-27,KP.1.1.1,24B
1,2025-01-31,NP.1,24C
1,2024-05-22,ML.2,24C
4,2024-08-20,LP.1.2,24B
1,2024-05-27,LB.1.3.5,24A
3,2024-08-25,MC.8.1,24E
1,2024-09-25,LZ.1.1,24A
2,2024-08-23,LF.5,24A
1,2024-07-05,LL.1,24A
1,2024-08-24,KP.3.3.4,24C
6,2024-07-25,KP.2.19,24B
5,2024-08-25,KP.3.5,24C
4,2024-08-15,LP.6,24B
3,2024-10-16,LP.8.1.5,25A
1,2024-06-26,KP.2.3.3,24G
1,2024-07-26,KP.2.2.2,24B
1,2024-03-19,JN.1.20,24A
1,2024-10-04,NL.4,24A
1,2024-08-26,MC.28.1,24E
2,2024-12-05,XDY,recombinant
2,2025-01-04,MC.10.1.1,24E
7,2025-01-16,LP.8.1.5,25A
1,2024-05-04,JN.1.38.1,24A
1,2024-07-27,JN.1.18,24A
1,2024-04-26,KP.4.1,24B
6,2024-08-30,KP.2.3.8,24G
2,2024-01-20,JN.1.4.6,24A
1,2024-08-03,JN.1.48.1,24A
2,2024-04-30,KP.4.1,24B
1,2024-04-28,JN.1.42,24A
3,2024-11-19,MC.10.1.1,24E
1,2024-09-05,MG.3,24B
1,2024-02-01,JN.1.63,24A
3,2024-09-04,MV.1,24I
1,2024-08-12,JN.1.50,24A
1,2024-05-24,KP.4.1.2,24B
2,2024-09-04,KP.2.3.12,24G
3,2024-09-03,MA.1.2,24A
2,2024-09-05,LB.1.8,24A
2,2025-02-21,LB.1.3.1,24A
1,2024-07-13,JN.1.39,24A
4,2024-09-19,KP.2.2,24B
1,2024-09-03,XES,recombinant
1,2024-06-23,JN.1.18.6,24A
1,2025-01-11,MC.24,24E
3,2025-02-02,MC.11,24E
2,2024-08-23,KP.3.1.4,24C
1,2024-09-10,NC.1,24A
4,2024-09-06,MC.30,24E
1,2024-06-10,JN.1.16.2,24A
1,2024-02-19,XDP.1,recombinant
1,2024-09-02,KP.2.16,24B
5,2024-09-02,KP.1.1.1,24B
12,2024-08-30,XEC,24F
1,2024-05-24,KU.2.1,24A
1,2024-08-11,LQ.1.1,24A
10,2024-12-16,MC.10.1,24E
4,2024-10-08,MC.2,24E
3,2024-02-14,JN.1.34,24A
2,2024-08-16,JN.1.18,24A
1,2024-12-05,MC.32,24E
1,2024-08-23,LF.3.1.1,24A
1,2024-08-23,KS.1.1.1,24A
1,2024-02-09,JE.1,23E
1,2024-08-26,JN.1.39,24A
5,2024-08-29,MU.2,24B
1,2024-08-30,MC.4,24E
1,2024-08-30,KP.2.24,24B
1,2024-07-17,KP.2.3.12,24G
1,2024-09-17,MC.25,24E
1,2024-08-18,JN.1.4.9,24A
1,2024-09-01,LB.1.8,24A
1,2024-09-05,LP.4,24B
19,2024-06-27,KP.3,24C
2,2024-09-17,XEL,recombinant
1,2024-08-25,LF.3.1.2,24A
56,2024-03-10,JN.1,24A
1,2024-10-10,NL.5,24A
1,2024-08-31,NH.4,24B
6,2024-02-21,JN.1.18,24A
1,2024-09-01,MC.30.1,24E
1,2024-05-21,MS.1,24A
1,2024-09-03,MC.24.2,24E
1,2024-03-20,JN.1.29,24A
5,2024-09-07,LP.1,24B
1,2024-07-25,KP.2.3.2,24G
7,2024-09-02,LB.1.3.2,24A
66,2025-01-01,XEC,24F
1,2024-06-02,KP.2.27,24B
19,2024-09-05,LB.1.7,24A
5,2024-09-17,KP.3.2.3,24C
2,2024-09-03,MH.1,24A
3,2024-10-07,KP.2.2,24B
2,2024-07-22,LD.1,24A
2,2024-08-29,MC.33,24E
10,2024-05-10,JN.1.7,24A
1,2024-08-17,LB.1.7.1,24A
1,2024-07-24,MC.13.4,24E
1,2024-07-26,KP.3.2.7,24C
1,2024-01-08,KB.4,23F
4,2024-12-02,MC.16,24E
1,2024-07-31,MH.1,24A
1,2024-02-26,JN.1.49,24A
2,2024-07-29,JN.1.7.8,24A
2,2024-06-21,KS.1.1,24A
1,2024-10-30,XEC.12,24F
4,2025-03-21,NY.3,25A
1,2024-03-12,JN.1.48.1,24A
1,2024-03-13,LF.1,24A
1,2024-04-04,LK.1,24A
1,2024-08-11,KP.2.14.1,24B
1,2024-12-08,LP.8.1.5,25A
2,2025-01-16,LP.8.1.6,25A
1,2024-12-27,NV.1,24C
1,2024-07-22,MT.1,24A
1,2024-07-11,KP.3.4,24C
1,2024-10-06,KP.1.1.3,24B
1,2024-02-11,JN.1.25.1,24A
8,2024-09-13,LP.1,24B
1,2024-07-27,JN.1.39.1,24A
1,2024-07-31,KS.1.1.1,24A
1,2024-07-18,MM.1,24C
1,2025-02-09,MC.13.2,24E
1,2024-09-05,LB.1.2,24A
2,2024-12-15,MC.16,24E
30,2024-09-09,LB.1.7,24A
3,2024-09-02,KP.1.1,24B
1,2024-08-30,KP.4.2,24B
2,2024-08-14,MH.1,24A
4,2024-05-26,KP.3.2.3,24C
9,2024-08-10,MC.34,24E
8,2024-08-30,MC.11,24E
2,2024-07-30,KP.3.3.7,24C
11,2024-09-09,LB.1.3,24A
1,2024-02-03,KP.1,24B
1,2024-09-01,KP.1.1,24B
1,2024-01-09,JN.1.1.4,24A
2,2024-10-30,MC.16,24E
1,2024-08-08,LB.1.5,24A
1,2024-03-28,JN.1.46,24A
2,2024-02-12,JN.1.26,24A
11,2024-08-30,MC.24,24E
10,2024-09-08,LB.1.3,24A
7,2024-10-07,KP.3.3,24C
3,2024-08-31,MC.10,24E
8,2024-09-03,MC.2,24E
8,2024-06-13,KS.1,24A
2,2024-08-13,KW.1.1,24A
1,2024-06-03,MD.3.1.3,24A
1,2024-09-17,LS.1,24A
24,2024-03-12,JN.1.8.1,24A
7,2024-09-08,MC.13,24E
1,2024-07-27,KP.3.3.3,24C
1,2024-09-14,MW.1,24G
4,2024-04-04,JN.1.4.5,24A
1,2024-05-29,KR.1.1,24A
2,2024-10-11,LB.1.3.2,24A
2,2024-09-02,KP.3.3.2,24C
1,2024-09-05,KP.3.2.8,24C
1,2024-10-21,NA.1,24A
2,2024-08-01,KP.3.3.3,24C
1,2024-06-25,LF.1,24A
4,2024-08-30,LQ.1.2,24A
1,2024-05-22,KP.3.1.3,24C
3,2024-02-10,JN.1.8,24A
3,2024-08-30,MC.9,24E
7,2024-09-04,MC.11,24E
1,2024-10-08,XEC.19,24F
55,2024-07-14,KP.2.3,24G
1,2024-01-22,JN.1.47,24A
13,2024-01-10,JN.1.4.2,24A
2,2025-03-14,LP.8.1.4,25A
2,2024-08-20,KS.1,24A
9,2025-03-09,LP.8.1,25A
2,2025-02-06,JN.1.16,24A
1,2024-07-29,MF.1,24A
1,2024-04-08,JN.1.37,24A
2,2024-08-24,MC.2,24E
2,2024-07-12,MU.1,24B
14,2024-09-06,LB.1.7,24A
5,2024-01-10,EG.5.1,23F
1,2025-01-09,NL.6,24A
1,2024-03-02,JN.1.4.3,24A
2,2024-07-31,KP.2.24,24B
1,2024-08-13,KP.4.2,24B
1,2024-08-25,KP.3.2.4,24C
1,2024-12-30,XEC.6,24F
1,2024-06-22,LB.1.2.3,24A
7,2024-09-06,KP.3.3.1,24C
1,2024-08-24,MU.2.1,24B
4,2024-02-03,JN.1.18,24A
5,2025-02-10,MC.10.1,24E
3,2024-09-08,KP.3.2,24C
2,2024-08-27,MC.10.1,24E
1,2024-08-27,KP.3.3.4,24C
3,2024-08-27,XEF,recombinant
5,2024-06-20,KW.1.1,24A
7,2024-08-27,KP.2.3.8,24G
1,2024-08-21,NH.4,24B
3,2024-08-28,MA.1.2,24A
2,2024-08-28,LB.1.5,24A
5,2024-08-28,LB.1.7.1,24A
1,2024-10-15,MV.1,24I
1,2024-08-31,LP.10.1.1,24B
1,2024-09-19,MT.1.1,24A
1,2024-06-13,ML.2,24C
4,2024-08-01,KP.3.4,24C
3,2024-08-29,LB.1.7.2,24A
1,2024-08-29,KP.2.3.5,24G
12,2024-07-05,KP.1.1,24B
7,2024-08-12,XEC,24F
1,2024-08-29,MC.40,24E
6,2024-08-29,MC.2,24E
4,2024-03-03,JN.1.8,24A
1,2024-08-29,MA.1,24A
1,2025-01-17,XEC.14,24F
1,2024-08-29,KW.1.1,24A
4,2024-04-04,JN.1.8,24A
2,2024-09-20,MC.29,24E
3,2024-09-09,KP.3.2.5,24C
4,2024-08-29,MA.1.2,24A
1,2024-08-29,LP.1.2.1,24B
1,2024-01-31,JN.1.69,24A
1,2024-11-29,LP.8.1.9,25A
1,2024-08-25,KP.2.3.13,24G
1,2025-02-01,MC.28.1.1,24E
1,2024-08-08,KP.2.2.1,24B
5,2024-08-30,LW.1,24C
2,2024-02-13,JC.5.1,22F
4,2024-07-31,LB.1.3.3,24A
3,2024-10-28,NL.2,24A
2,2024-08-12,KP.3.4,24C
3,2024-08-22,KP.1.1,24B
2,2024-08-26,KP.3.1.6,24C
3,2024-08-30,LF.3.1.1,24A
3,2024-07-07,JN.1.16.3,24A
4,2024-06-10,MU.2,24B
1,2024-08-30,KP.2.6.1,24B
1,2024-08-30,LB.1.2.3,24A
2,2024-05-18,JN.1.18.3,24A
1,2024-08-31,LB.1.3.1,24A
1,2025-01-11,MC.10,24E
1,2024-09-01,KP.3.3.4,24C
1,2024-07-08,MD.3.1,24A
6,2025-03-07,LP.8.1.5,25A
2,2024-07-07,LB.1.5,24A
2,2024-09-02,KP.2.3.4,24G
2,2025-03-14,XEC.4.1,24F
11,2024-09-02,LP.1,24B
9,2024-09-02,KP.3.2.3,24C
1,2024-09-02,LZ.2.1,24A
1,2024-10-14,XDY.7,recombinant
1,2024-09-03,KS.1.1,24A
1,2024-04-20,XDK,recombinant
2,2024-08-24,LB.1.3.2,24A
1,2025-02-23,XEC.2.2,24F
3,2024-01-25,KQ.1,24A
2,2024-07-18,LF.3.1.2,24A
10,2024-09-03,MC.24,24E
2,2024-12-05,MC.10,24E
11,2024-09-03,LP.1,24B
3,2024-09-03,LP.7,24B
3,2024-03-21,XDR,recombinant
1,2025-01-22,KP.2.3.6,24G
1,2024-08-30,KP.3.1.2,24C
4,2024-08-29,MC.26,24E
6,2024-01-15,JN.2,23I
3,2024-04-24,JN.1.4.9,24A
12,2024-09-18,MC.2,24E
1,2024-08-04,LP.1.2,24B
3,2024-09-03,LP.1.1,24B
3,2025-01-09,MC.13.2,24E
1,2024-12-15,ML.2,24C
1,2024-09-03,LF.3.1.2,24A
1,2024-09-04,LP.1.2.1,24B
1,2024-10-28,NL.4,24A
1,2024-09-05,MD.1,24A
1,2024-07-21,LQ.3,24A
2,2024-10-31,XEC.9,24F
2,2024-09-05,KP.3.5,24C
5,2024-08-27,KP.2.14,24B
3,2024-09-05,MC.29,24E
1,2024-08-28,NM.1,24G
1,2024-08-19,KP.3.1.2,24C
1,2024-08-12,JN.1.48.3,24A
15,2024-08-21,MC.24,24E
2,2024-12-13,MC.1.3,24E
1,2024-02-06,HV.1.5,23F
1,2024-09-05,MC.40,24E
1,2024-07-30,JN.1.7.4,24A
1,2024-11-14,JN.1.16.1,24A
16,2024-09-07,LB.1.7,24A
1,2024-11-25,MC.1.4,24E
1,2024-05-18,KP.1.1.5,24B
1,2024-07-20,LB.1.3.3,24A
1,2024-11-12,MC.10,24E
1,2024-09-07,KP.2.14.2,24B
2,2025-03-19,XEC.2,24F
16,2024-06-19,LB.1.7,24A
5,2024-06-20,KP.3.5,24C
2,2024-04-11,JN.1.42,24A
1,2024-09-09,MC.24.2,24E
26,2025-02-22,LP.8.1.1,25A
2,2024-07-19,LF.3.1.2,24A
1,2024-12-16,LB.1.7,24A
28,2025-01-22,LP.8.1,25A
1,2024-01-04,XBB.1.41.1,22F
1,2024-09-09,KP.2.5,24B
3,2024-09-09,LB.1.2.1,24A
3,2024-02-29,JN.1.7.2,24A
2,2024-06-19,KP.2.5,24B
1,2024-08-18,KP.2.3.6,24G
1,2024-08-23,KP.3.1.11,24C
1,2024-07-19,KP.4.1.3,24B
2,2024-05-02,KP.1.1.2,24B
3,2024-07-01,KW.1.1,24A
1,2024-07-31,MA.1,24A
1,2024-07-21,KP.2.3.2,24G
12,2024-06-19,KP.1.1,24B
